InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538076,37333,"RETRO ""TEA FOR ONE"" ",1,2010-12-09 14:15:00,4.95,15311.0,United Kingdom
538077,20778,GARDEN PATH NOTEBOOK ,3,2010-12-09 14:19:00,1.65,14667.0,United Kingdom
538077,20758,ABSTRACT CIRCLES POCKET BOOK,7,2010-12-09 14:19:00,0.85,14667.0,United Kingdom
538090,20956,?,-723,2010-12-09 14:48:00,0.0,0.0,United Kingdom
538093,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,2010-12-09 14:49:00,0.65,12682.0,France
538094,22824,3 TIER SWEETHEART GARDEN SHELF,1,2010-12-09 14:50:00,35.95,13117.0,United Kingdom
538094,21132,SILVER STANDING GNOME   ,4,2010-12-09 14:50:00,4.25,13117.0,United Kingdom
538095,84818,DANISH ROSE PHOTO FRAME,1,2010-12-09 14:55:00,2.55,17097.0,Spain
C538100,84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,-12,2010-12-09 15:00:00,2.55,16579.0,United Kingdom
C538115,22230,JIGSAW TREE WITH WATERING CAN,-12,2010-12-09 15:30:00,0.85,16817.0,United Kingdom
538127,90033,IVORY SHELL HEART EARRINGS,1,2010-12-09 15:53:00,2.55,0.0,United Kingdom
538145,84843,WHITE SOAP RACK WITH 2 BOTTLES,2,2010-12-09 16:08:00,5.95,15211.0,United Kingdom
538145,85032A,ROMANTIC IMAGES GIFT WRAP SET,6,2010-12-09 16:08:00,2.1,15211.0,United Kingdom
538145,85032C,CURIOUS IMAGES GIFT WRAP SET,6,2010-12-09 16:08:00,2.1,15211.0,United Kingdom
538148,35809a,ENAMEL PINK TEA CONTAINER,1,2010-12-09 16:26:00,4.21,0.0,United Kingdom
538148,79066k,RETRO MOD TRAY,1,2010-12-09 16:26:00,1.66,0.0,United Kingdom
538148,84536b,FAIRY CAKES NOTEBOOK A7 SIZE,5,2010-12-09 16:26:00,0.81,0.0,United Kingdom
538148,84968a,SET OF 16 VINTAGE ROSE CUTLERY,1,2010-12-09 16:26:00,25.49,0.0,United Kingdom
538149,21144,PINK POODLE HANGING DECORATION ,2,2010-12-09 16:27:00,3.36,0.0,United Kingdom
538149,21317,GLASS SPHERE CANDLE STAND MEDIUM,1,2010-12-09 16:27:00,11.02,0.0,United Kingdom
538149,72815,3 WICK CHRISTMAS BRIAR CANDLE ,1,2010-12-09 16:27:00,8.47,0.0,United Kingdom
538149,84510a,SET OF 4 ENGLISH ROSE COASTERS,1,2010-12-09 16:27:00,2.51,0.0,United Kingdom
538149,84968e,SET OF 16 VINTAGE BLACK CUTLERY,1,2010-12-09 16:27:00,25.49,0.0,United Kingdom
538149,85035a,GARDENIA 3 WICK MORRIS BOXED CANDLE,1,2010-12-09 16:27:00,8.47,0.0,United Kingdom
538153,22885,NUMBER TILE VINTAGE FONT 6 ,1,2010-12-09 16:31:00,4.21,0.0,United Kingdom
538153,84660b,BLACK STITCHED WALL CLOCK,1,2010-12-09 16:31:00,7.62,0.0,United Kingdom
538156,84356,POMPOM CURTAIN,1,2010-12-09 16:53:00,6.95,15555.0,United Kingdom
538157,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,8,2010-12-09 16:57:00,0.85,17576.0,United Kingdom
538161,46000S,Dotcom sales,-100,2010-12-09 17:25:00,0.0,0.0,United Kingdom
538162,46000M,Dotcom sales,-100,2010-12-09 17:25:00,0.0,0.0,United Kingdom
538172,21562,HAWAIIAN GRASS SKIRT ,12,2010-12-10 09:33:00,1.25,15805.0,United Kingdom
538174,22856,ASSORTED EASTER DECORATIONS  BELLS,18,2010-12-10 09:35:00,1.25,12471.0,Germany
538174,22934,BAKING MOULD EASTER EGG WHITE CHOC,12,2010-12-10 09:35:00,2.95,12471.0,Germany
538177,16048,TEATIME ROUND PENCIL SHARPENER ,1,2010-12-10 09:51:00,0.85,0.0,United Kingdom
538177,20932,PINK POT PLANT CANDLE,1,2010-12-10 09:51:00,7.62,0.0,United Kingdom
538177,22263,FELT EGG COSY LADYBIRD ,1,2010-12-10 09:51:00,1.66,0.0,United Kingdom
538177,46776F,WOVEN ROSE GARDEN CUSHION COVER ,1,2010-12-10 09:51:00,4.21,0.0,United Kingdom
538177,84509E,SET OF 4 CAROUSEL PLACEMATS ,1,2010-12-10 09:51:00,7.62,0.0,United Kingdom
538177,84510E,SET OF 4 GREEN CAROUSEL COASTERS,1,2010-12-10 09:51:00,2.51,0.0,United Kingdom
538177,84748,FOLK FELT HANGING MULTICOL GARLAND,1,2010-12-10 09:51:00,7.62,0.0,United Kingdom
538177,90070,RUBY GLASS CLUSTER BRACELET,1,2010-12-10 09:51:00,6.37,0.0,United Kingdom
538177,90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,1,2010-12-10 09:51:00,10.62,0.0,United Kingdom
538177,90201C,RED ENAMEL FLOWER RING,1,2010-12-10 09:51:00,2.96,0.0,United Kingdom
538183,37475,SET/4 COLOURFUL MIXING BOWLS,4,2010-12-10 10:21:00,9.95,16265.0,United Kingdom
538183,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,6,2010-12-10 10:21:00,2.55,16265.0,United Kingdom
538183,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,6,2010-12-10 10:21:00,2.55,16265.0,United Kingdom
538184,22053,EMPIRE DESIGN ROSETTE,10,2010-12-10 10:21:00,1.25,17880.0,United Kingdom
538191,21131,GOLD STANDING GNOME,30,2010-12-10 10:49:00,3.75,15061.0,United Kingdom
538198,20654,FIRST CLASS LUGGAGE TAG ,3,2010-12-10 11:01:00,1.25,17827.0,United Kingdom
538198,17165D,ASS COL LARGE SAND FROG P'WEIGHT,6,2010-12-10 11:01:00,1.05,17827.0,United Kingdom
538198,22291,HANGING CHICK CREAM DECORATION,24,2010-12-10 11:01:00,1.45,17827.0,United Kingdom
538200,15058A,BLUE POLKADOT GARDEN PARASOL,1,2010-12-10 11:11:00,7.95,17912.0,United Kingdom
538201,20868,SILVER FABRIC MIRROR,2,2010-12-10 11:12:00,1.25,15723.0,United Kingdom
538202,84820,DANISH ROSE TRINKET TRAYS,2,2010-12-10 11:19:00,5.95,14667.0,United Kingdom
538202,85006,SET 4 NURSERY DES ROUND BOXES,3,2010-12-10 11:19:00,2.95,14667.0,United Kingdom
538202,84821,DANISH ROSE DELUXE COASTER,12,2010-12-10 11:19:00,0.85,14667.0,United Kingdom
538202,84638,SMALL KITCHEN FLOWER POTS PLAQUE,1,2010-12-10 11:19:00,6.95,14667.0,United Kingdom
538205,22229,BUNNY WOODEN PAINTED WITH FLOWER ,1,2010-12-10 11:24:00,0.85,12748.0,United Kingdom
538205,22228,BUNNY WOODEN PAINTED WITH BIRD ,1,2010-12-10 11:24:00,0.85,12748.0,United Kingdom
538205,16169P,WRAP GREEN RUSSIAN FOLKART ,25,2010-12-10 11:24:00,0.42,12748.0,United Kingdom
538207,16054,POPART RECT PENCIL SHARPENER ASST,2,2010-12-10 11:33:00,0.42,12748.0,United Kingdom
538207,84595E,LARGE TORTILLA DESIGN RED BOWL,1,2010-12-10 11:33:00,3.75,12748.0,United Kingdom
538207,35915B,BLUE KNITTED HEN ,2,2010-12-10 11:33:00,1.65,12748.0,United Kingdom
538209,85086A,CANDY SPOT HEART DECORATION,1,2010-12-10 11:42:00,0.85,12748.0,United Kingdom
538248,85084,HOLLY TOP CHRISTMAS STOCKING,1,2010-12-10 12:14:00,0.85,18116.0,United Kingdom
538248,81950V,FLOWER PURPLE CLOCK W/SUCKER,1,2010-12-10 12:14:00,0.85,18116.0,United Kingdom
538280,22055,MINI CAKE STAND  HANGING STRAWBERY,64,2010-12-10 12:50:00,1.45,12748.0,United Kingdom
538296,84631,FRUIT TREE AND BIRDS WALL PLAQUE,2,2010-12-10 13:06:00,7.95,13148.0,United Kingdom
538296,84799,SPRIG LAVENDER ARTIFICIAL FLOWER,48,2010-12-10 13:06:00,0.42,13148.0,United Kingdom
538307,35004P,SET OF 3 PINK FLYING DUCKS,1,2010-12-10 13:27:00,5.45,14667.0,United Kingdom
538307,21454,PAINTED PINK RABBIT ,2,2010-12-10 13:27:00,0.85,14667.0,United Kingdom
538307,15058B,PINK POLKADOT GARDEN PARASOL,1,2010-12-10 13:27:00,7.95,14667.0,United Kingdom
538346,22391,PAPERWEIGHT HOME SWEET HOME,6,2010-12-10 14:53:00,2.55,17865.0,United Kingdom
538349,21318,GLASS CHALICE BLUE SMALL ,1,2010-12-10 14:59:00,3.36,0.0,United Kingdom
538349,21418,STARFISH SOAP DISH,1,2010-12-10 14:59:00,5.06,0.0,United Kingdom
538349,21420,OYSTER TRINKET BOX,1,2010-12-10 14:59:00,6.77,0.0,United Kingdom
538349,22286,"DECORATION , WOBBLY RABBIT , METAL ",1,2010-12-10 14:59:00,3.36,0.0,United Kingdom
538349,22287,"DECORATION , WOBBLY CHICKEN, METAL ",1,2010-12-10 14:59:00,3.36,0.0,United Kingdom
538349,35609A,PINK FEATHER CHRISTMAS DECORATION,1,2010-12-10 14:59:00,2.51,0.0,United Kingdom
538349,35610C,WHITE CHRISTMAS FLOCK DROPLET ,1,2010-12-10 14:59:00,2.51,0.0,United Kingdom
538349,46776D,WOVEN SUNSET CUSHION COVER ,1,2010-12-10 14:59:00,4.21,0.0,United Kingdom
538349,84688,BEACH HUT DESIGN BLACKBOARD,1,2010-12-10 14:59:00,8.47,0.0,United Kingdom
538349,84931A,PINK SCOTTIE DOG W FLOWER PATTERN,1,2010-12-10 14:59:00,5.06,0.0,United Kingdom
538349,84968E,SET OF 16 VINTAGE BLACK CUTLERY,1,2010-12-10 14:59:00,25.49,0.0,United Kingdom
538349,85211,S/4 GROOVY CAT MAGNETS,1,2010-12-10 14:59:00,3.36,0.0,United Kingdom
538349,90031,BILI NUT AND WOOD NECKLACE,1,2010-12-10 14:59:00,5.94,0.0,United Kingdom
538349,90040A,MURANO STYLE GLASS BRACELET RED,1,2010-12-10 14:59:00,4.24,0.0,United Kingdom
538349,90125B,AQUA BERTIE GLASS BEAD BAG CHARM,1,2010-12-10 14:59:00,4.21,0.0,United Kingdom
538349,90125D,PURPLE BERTIE GLASS BEAD BAG CHARM,1,2010-12-10 14:59:00,4.21,0.0,United Kingdom
538349,DCGS0003,BOXED GLASS ASHTRAY,1,2010-12-10 14:59:00,2.51,0.0,United Kingdom
538354,85230E,STRAWBRY SCENTED VOTIVE CANDLE,24,2010-12-10 15:45:00,0.29,16873.0,United Kingdom
538354,22826,LOVE SEAT ANTIQUE WHITE METAL,2,2010-12-10 15:45:00,175.0,16873.0,United Kingdom
538354,22852,DOG BOWL VINTAGE CREAM,8,2010-12-10 15:45:00,4.25,16873.0,United Kingdom
538356,22102,MIRROR MOSAIC T-LIGHT HOLDER ,6,2010-12-10 15:56:00,1.65,14062.0,United Kingdom
538367,16033,MINI HIGHLIGHTER PENS,120,2010-12-12 10:48:00,0.12,14800.0,United Kingdom
538367,20830,SILVER PHOTO FRAME,6,2010-12-12 10:48:00,2.1,14800.0,United Kingdom
538367,20831,GOLD PHOTO FRAME,6,2010-12-12 10:48:00,2.1,14800.0,United Kingdom
538369,90003D,CRYSTAL PAIR HEART HAIR SLIDES,1,2010-12-12 11:06:00,3.75,17251.0,United Kingdom
538369,90067A,PINK VINTAGE VICTORIAN EARRINGS,1,2010-12-12 11:06:00,2.95,17251.0,United Kingdom
538379,21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,6,2010-12-12 11:26:00,1.65,17126.0,United Kingdom
538397,85032B,BLOSSOM IMAGES GIFT WRAP SET,48,2010-12-12 11:44:00,2.1,12753.0,Japan
538397,22857,ASSORTED EASTER GIFT TAGS,48,2010-12-12 11:44:00,0.85,12753.0,Japan
538397,22858,EASTER TIN KEEPSAKE,42,2010-12-12 11:44:00,1.65,12753.0,Japan
538397,22861,EASTER TIN CHICKS IN GARDEN,30,2010-12-12 11:44:00,1.65,12753.0,Japan
538397,22232,JIGSAW TOADSTOOLS 3 PIECE,32,2010-12-12 11:44:00,1.65,12753.0,Japan
538419,20793,BLUE TILED TRAY,1,2010-12-12 12:01:00,6.75,16367.0,United Kingdom
538421,20664,TROPICAL HOLIDAY PURSE ,2,2010-12-12 12:08:00,2.95,17917.0,United Kingdom
538421,47593A,CAROUSEL PONIES BABY BIB,2,2010-12-12 12:08:00,1.25,17917.0,United Kingdom
538421,20670,VIP HOLIDAY PURSE,1,2010-12-12 12:08:00,2.95,17917.0,United Kingdom
538421,21946,PARTY TIME DESIGN FLANNEL,2,2010-12-12 12:08:00,0.85,17917.0,United Kingdom
538453,20666,ECONOMY HOLIDAY PURSE,1,2010-12-12 12:26:00,2.95,16779.0,United Kingdom
538473,82605,OLD DOC RUSSEL METAL SIGN,4,2010-12-12 12:35:00,2.1,13668.0,United Kingdom
538497,85136B,BLUE SHARK HELICOPTER,1,2010-12-12 12:44:00,7.95,14684.0,United Kingdom
538504,84882,GREEN WIRE STANDING CANDLE HOLDER,3,2010-12-12 13:01:00,3.75,16011.0,United Kingdom
538507,85031A,ROMANTIC IMAGES SCRAP BOOK SET,2,2010-12-12 13:26:00,4.95,15547.0,United Kingdom
538510,16216,LETTER SHAPE PENCIL SHARPENER,10,2010-12-12 13:47:00,0.16,18004.0,United Kingdom
538511,84660B,BLACK STITCHED WALL CLOCK,20,2010-12-12 13:56:00,1.25,13959.0,United Kingdom
538517,21248,DOOR HANGER  MUM + DADS ROOM,1,2010-12-12 16:05:00,1.45,17618.0,United Kingdom
538518,21736,GOLD SCROLL GLASS T-LIGHT HOLDER,36,2010-12-12 16:14:00,2.1,14505.0,United Kingdom
538518,84922,PINK BUTTERFLY WASHBAG,2,2010-12-12 16:14:00,4.25,14505.0,United Kingdom
538518,90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",1,2010-12-12 16:14:00,7.95,14505.0,United Kingdom
538518,90160A,PURPLE BOUDICCA LARGE BRACELET,3,2010-12-12 16:14:00,6.95,14505.0,United Kingdom
538518,90160B,RED BOUDICCA LARGE BRACELET,2,2010-12-12 16:14:00,6.95,14505.0,United Kingdom
538518,90160D,PINK BOUDICCA LARGE BRACELET,2,2010-12-12 16:14:00,6.95,14505.0,United Kingdom
538521,82011A,"BATHROOM SCALES, TROPICAL BEACH",2,2010-12-13 09:02:00,3.75,14180.0,United Kingdom
538523,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,6,2010-12-13 09:29:00,3.75,13198.0,United Kingdom
538524,21194,PINK  HONEYCOMB PAPER FAN,2,2010-12-13 09:35:00,4.21,0.0,United Kingdom
538524,21972,SET OF 36 DINOSAUR PAPER DOILIES,1,2010-12-13 09:35:00,2.98,0.0,United Kingdom
538524,22281,EASTER TREE YELLOW BIRDS,1,2010-12-13 09:35:00,12.72,0.0,United Kingdom
538524,22887,NUMBER TILE VINTAGE FONT 8,1,2010-12-13 09:35:00,4.21,0.0,United Kingdom
538524,84876B,GREEN HEART COMPACT MIRROR,1,2010-12-13 09:35:00,7.62,0.0,United Kingdom
538524,90126A,PINK BERTIE MOBILE PHONE CHARM,1,2010-12-13 09:35:00,3.36,0.0,United Kingdom
538524,90190B,GOLD/AMBER DROP EARRINGS W LEAF,1,2010-12-13 09:35:00,2.96,0.0,United Kingdom
538527,35610B,BLACK CHRISTMAS FLOCK DROPLET ,24,2010-12-13 09:52:00,1.25,15361.0,United Kingdom
538528,84927E,FLOWERS TILE HOOK,6,2010-12-13 09:57:00,2.1,15689.0,United Kingdom
538529,84816,DANISH ROSE BEDSIDE CABINET,1,2010-12-13 10:24:00,39.95,14290.0,United Kingdom
538558,90120D,WHITE MURANO TWIST BRACELET,1,2010-12-13 10:58:00,4.25,13069.0,United Kingdom
538566,22289,HANGING METAL CHICKEN DECORATION,1,2010-12-13 11:21:00,2.51,0.0,United Kingdom
538566,20704,MR ROBOT SOFT TOY,1,2010-12-13 11:21:00,14.43,0.0,United Kingdom
538566,20818,GOLD TEDDY BEAR,1,2010-12-13 11:21:00,7.62,0.0,United Kingdom
538566,21199,PINK  HEART CONFETTI IN TUBE,1,2010-12-13 11:21:00,3.36,0.0,United Kingdom
538566,21293,MIRRORED DOVE WALL DECORATION,4,2010-12-13 11:21:00,4.21,0.0,United Kingdom
538566,71495A,CD WALL TIDY BLUE OFFICE,1,2010-12-13 11:21:00,0.84,0.0,United Kingdom
538566,84584,PINK GINGHAM CAT WITH SCARF,1,2010-12-13 11:21:00,5.06,0.0,United Kingdom
538566,85179C,PINK BITTY LIGHT CHAIN,1,2010-12-13 11:21:00,9.32,0.0,United Kingdom
538566,85188B,PINK METAL SWINGING BUNNY,2,2010-12-13 11:21:00,1.66,0.0,United Kingdom
538566,90076,MONTANA DIAMOND CLUSTER EARRINGS,1,2010-12-13 11:21:00,2.96,0.0,United Kingdom
538566,90164A,PINK ROSEBUD PEARL BRACELET,1,2010-12-13 11:21:00,7.64,0.0,United Kingdom
538566,90164B,WHITE  ROSEBUD PEARL BRACELET,1,2010-12-13 11:21:00,7.64,0.0,United Kingdom
538626,72780,BLACK SILOUETTE CANDLE PLATE,12,2010-12-13 12:57:00,0.85,17338.0,United Kingdom
538630,22954,HEN PARTY CORDON BARRIER TAPE,12,2010-12-13 13:25:00,1.25,14565.0,United Kingdom
538635,22047,EMPIRE GIFT WRAP,25,2010-12-13 13:32:00,0.42,17303.0,United Kingdom
538637,22214,CANDLE PLATE LACE WHITE,4,2010-12-13 13:52:00,2.55,17611.0,United Kingdom
538638,90162C,ANT SILVER FUSCHIA BOUDICCA RING,2,2010-12-13 14:16:00,2.95,17231.0,United Kingdom
538638,90078,PINK/WHITE GLASS DEMI CHOKER,2,2010-12-13 14:16:00,7.5,17231.0,United Kingdom
538638,90032,IVORY SHELL HEART NECKLACE,4,2010-12-13 14:16:00,6.25,17231.0,United Kingdom
538652,21331,MOROCCAN BEATEN METAL DISH LARGE,2,2010-12-13 15:12:00,12.75,17890.0,United Kingdom
538652,20848,ZINC HEART LATTICE CHARGER SMALL,4,2010-12-13 15:12:00,2.95,17890.0,United Kingdom
538652,20826,SILVER APERITIF GLASS,6,2010-12-13 15:12:00,2.12,17890.0,United Kingdom
538652,21145,ANTIQUE GLASS PLACE SETTING,24,2010-12-13 15:12:00,1.25,17890.0,United Kingdom
538654,22723,SET OF 6 HERB TINS SKETCHBOOK,4,2010-12-13 15:13:00,3.95,13089.0,United Kingdom
538654,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2010-12-13 15:13:00,3.95,13089.0,United Kingdom
538654,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,2010-12-13 15:13:00,4.95,13089.0,United Kingdom
538655,84575A,PINK DOG CANNISTER,1,2010-12-13 15:16:00,5.95,17375.0,United Kingdom
538655,84313C,ORANGE TV TRAY TABLE ,1,2010-12-13 15:16:00,4.25,17375.0,United Kingdom
538657,21473,SWEETHEART CREAM STEEL TABLE RECT,1,2010-12-13 15:26:00,19.95,15867.0,United Kingdom
538661,90210A,GREY ACRYLIC FACETED BANGLE,12,2010-12-13 15:42:00,1.25,15194.0,United Kingdom
538662,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,24,2010-12-13 15:44:00,1.95,15159.0,United Kingdom
538662,84823,DANISH ROSE FOLDING CHAIR,12,2010-12-13 15:44:00,7.95,15159.0,United Kingdom
538662,90057,DIAMANTE RING ASSORTED IN BOX.,48,2010-12-13 15:44:00,1.25,15159.0,United Kingdom
538662,90210D,PURPLE ACRYLIC FACETED BANGLE,12,2010-12-13 15:44:00,1.25,15159.0,United Kingdom
538662,22656,VINTAGE BLUE KITCHEN CABINET,2,2010-12-13 15:44:00,125.0,15159.0,United Kingdom
538664,22782,SET 3 WICKER STORAGE BASKETS ,8,2010-12-13 15:46:00,9.95,14733.0,United Kingdom
538664,84766,SILVER ROCOCO CANDLE STICK,12,2010-12-13 15:46:00,1.95,14733.0,United Kingdom
538678,20860,GOLD COSMETICS BAG WITH BUTTERFLY,1,2010-12-13 16:46:00,2.1,0.0,United Kingdom
538678,84711B,PINK OVAL SHAPE TRINKET BOX,1,2010-12-13 16:46:00,9.95,0.0,United Kingdom
538708,84817,DANISH ROSE DECORATIVE PLATE,24,2010-12-14 10:43:00,0.42,16202.0,United Kingdom
C538726,35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,-1,2010-12-14 11:18:00,2.95,13078.0,United Kingdom
538785,22932,BAKING MOULD TOFFEE CUP  CHOCOLATE,6,2010-12-14 11:39:00,2.55,14961.0,United Kingdom
538785,22937,BAKING MOULD CUPCAKE CHOCOLATE,12,2010-12-14 11:39:00,2.55,14961.0,United Kingdom
538799,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,2010-12-14 11:48:00,4.95,15039.0,United Kingdom
538808,22711,WRAP CIRCUS PARADE,25,2010-12-14 12:11:00,0.42,14057.0,United Kingdom
538814,22522,CHILDS GARDEN FORK BLUE ,1,2010-12-14 12:30:00,0.85,15983.0,United Kingdom
538826,22270,HAPPY EASTER HANGING DECORATION,13,2010-12-14 12:58:00,3.75,12370.0,Cyprus
538826,85195,HANGING HEART BASKET,8,2010-12-14 12:58:00,2.1,12370.0,Cyprus
538826,85194L,HANGING SPRING FLOWER EGG LARGE,36,2010-12-14 12:58:00,0.85,12370.0,Cyprus
538827,84660A,WHITE STITCHED WALL CLOCK,60,2010-12-14 12:59:00,1.25,14298.0,United Kingdom
538827,75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,144,2010-12-14 12:59:00,0.42,14298.0,United Kingdom
538827,75011,BLUE DAISY MOBILE,24,2010-12-14 12:59:00,0.85,14298.0,United Kingdom
538827,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,2010-12-14 12:59:00,0.42,14298.0,United Kingdom
538827,22888,NUMBER TILE VINTAGE FONT 9 ,24,2010-12-14 12:59:00,0.42,14298.0,United Kingdom
538827,22886,NUMBER TILE VINTAGE FONT 7,24,2010-12-14 12:59:00,0.42,14298.0,United Kingdom
538827,22881,NUMBER TILE VINTAGE FONT 2,24,2010-12-14 12:59:00,0.42,14298.0,United Kingdom
538827,22879,NUMBER TILE VINTAGE FONT 0,24,2010-12-14 12:59:00,0.42,14298.0,United Kingdom
538827,21631,HIPPY CHIC DECORATIVE PARASOL,12,2010-12-14 12:59:00,3.95,14298.0,United Kingdom
538827,20705,MRS ROBOT SOFT TOY,16,2010-12-14 12:59:00,1.95,14298.0,United Kingdom
538827,90125A,PINK BERTIE GLASS BEAD BAG CHARM,12,2010-12-14 12:59:00,0.85,14298.0,United Kingdom
538827,85180A,RED HEARTS LIGHT CHAIN ,24,2010-12-14 12:59:00,1.25,14298.0,United Kingdom
538827,85159B,"WHITE TEA,COFFEE,SUGAR JARS",12,2010-12-14 12:59:00,1.25,14298.0,United Kingdom
538830,22963,JAM JAR WITH BLUE LID,24,2010-12-14 13:01:00,0.72,14298.0,United Kingdom
538849,22204,MILK PAN BLUE POLKADOT,1,2010-12-14 13:31:00,3.75,14415.0,United Kingdom
538852,90058B,CRYSTAL STUD EARRINGS ASSORTED COL ,36,2010-12-14 13:33:00,0.38,17372.0,United Kingdom
538853,84597B,RETRO BROWN BALL ASHTRAY ,2,2010-12-14 13:35:00,1.25,16805.0,United Kingdom
538870,84616,SILVER ROCCOCO CHANDELIER,1,2010-12-14 14:54:00,29.95,12829.0,United Kingdom
538872,84666,SQUARE CHERRY BLOSSOM CABINET,6,2010-12-14 15:13:00,3.95,13097.0,United Kingdom
538873,22734,amazon sales,20,2010-12-14 15:13:00,0.0,0.0,United Kingdom
538880,22303,COFFEE MUG APPLES DESIGN,4,2010-12-14 15:52:00,5.06,0.0,United Kingdom
538880,84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,1,2010-12-14 15:52:00,8.47,0.0,United Kingdom
538880,20871,OPULENT VELVET SET/3 CANDLES,2,2010-12-14 15:52:00,4.21,0.0,United Kingdom
538880,21160,KEEP OUT GIRLS DOOR HANGER ,1,2010-12-14 15:52:00,3.36,0.0,United Kingdom
538880,21186,WHITE DOVE HONEYCOMB PAPER GARLAND,2,2010-12-14 15:52:00,3.36,0.0,United Kingdom
538884,72801d,4 SKY BLUE DINNER CANDLES,1,2010-12-14 15:56:00,2.51,0.0,United Kingdom
538884,85114a,BLACK ENCHANTED FOREST PLACEMAT,1,2010-12-14 15:56:00,3.36,0.0,United Kingdom
538888,84673A,PINK FLY SWAT,3,2010-12-14 16:23:00,0.65,17912.0,United Kingdom
C538898,37503,TEA TIME CAKE STAND IN GIFT BOX,-1,2010-12-15 09:20:00,10.75,15078.0,United Kingdom
538903,21386,IVORY HANGING DECORATION  EGG,12,2010-12-15 10:17:00,0.85,13496.0,United Kingdom
538917,90146,FINE SILVER NECKLACE W PASTEL FLOWE,2,2010-12-15 10:57:00,7.5,17449.0,United Kingdom
538991,22257,FELT FARM ANIMAL SHEEP,144,2010-12-15 11:53:00,0.42,17511.0,United Kingdom
538991,22258,FELT FARM ANIMAL RABBIT,144,2010-12-15 11:53:00,0.42,17511.0,United Kingdom
538991,22259,FELT FARM ANIMAL HEN,144,2010-12-15 11:53:00,0.42,17511.0,United Kingdom
538993,35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",6,2010-12-15 12:01:00,2.55,15512.0,United Kingdom
538999,85141,JARDIN ETCHED GLASS FRUITBOWL,2,2010-12-15 12:09:00,10.75,16003.0,United Kingdom
539009,90042A,FRESHWATER PEARL BRACELET GOLD,1,2010-12-15 13:24:00,2.55,13221.0,United Kingdom
539009,90136,PALE PINK/AMETHYST STONE NECKLACE,1,2010-12-15 13:24:00,9.95,13221.0,United Kingdom
539009,90060B,FIRE POLISHED GLASS NECKL GOLD,1,2010-12-15 13:24:00,5.95,13221.0,United Kingdom
539009,90035A,"PEARL & SHELL 42""NECKL. GREEN",1,2010-12-15 13:24:00,10.75,13221.0,United Kingdom
539009,90133,TEAL/FUSCHIA COL BEAD NECKLACE,1,2010-12-15 13:24:00,4.95,13221.0,United Kingdom
539009,90179A,AMBER FINE BEAD NECKLACE W TASSEL,1,2010-12-15 13:24:00,5.95,13221.0,United Kingdom
539009,79329,PINK FLOCK GLASS CANDLEHOLDER,6,2010-12-15 13:24:00,1.65,13221.0,United Kingdom
539009,85146,JARDIN ETCHED GLASS SMALL BELL JAR,12,2010-12-15 13:24:00,4.95,13221.0,United Kingdom
539009,22033,BOTANICAL ROSE GREETING CARD,12,2010-12-15 13:24:00,0.42,13221.0,United Kingdom
539009,22032,BOTANICAL LILY GREETING CARD,12,2010-12-15 13:24:00,0.42,13221.0,United Kingdom
539009,84751B,BLACK MEDIUM GLASS CAKE STAND,2,2010-12-15 13:24:00,3.75,13221.0,United Kingdom
539010,84507B,STRIPES DESIGN MONKEY DOLL,3,2010-12-15 13:24:00,2.55,15005.0,United Kingdom
539019,84620,BLUE GINGHAM ROSE CUSHION COVER,2,2010-12-15 14:12:00,5.95,17551.0,United Kingdom
539039,84929,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,24,2010-12-15 15:00:00,0.55,13124.0,United Kingdom
539040,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,2,2010-12-15 15:14:00,4.95,17214.0,United Kingdom
539044,22868,NUMBER TILE COTTAGE GARDEN 0 ,8,2010-12-15 15:47:00,1.95,15727.0,United Kingdom
539044,22874,NUMBER TILE COTTAGE GARDEN 6,6,2010-12-15 15:47:00,1.95,15727.0,United Kingdom
539044,22872,NUMBER TILE COTTAGE GARDEN 4,6,2010-12-15 15:47:00,1.95,15727.0,United Kingdom
539044,22871,NUMBER TILE COTTAGE GARDEN 3 ,6,2010-12-15 15:47:00,1.95,15727.0,United Kingdom
539047,22302,COFFEE MUG PEARS  DESIGN,12,2010-12-15 16:03:00,2.55,15290.0,United Kingdom
